job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time,salary_min_k,salary_max_k,salary_avg_k,salary_months,annual_salary_avg_k,salary_type,city,district,business_area,company_type_clean,company_size_clean,industry,category,subcategory,position
嵌入式软件工程师（伺服控制技术方向）,1.5-3万·13薪,北京·大兴·观音寺,北京立迈胜控制技术有限责任公司,民营,100-299人,本科,3-5年,"STM32, SPI, ARM, CAN, ETHERCAT, 嵌入式, 伺服驱动",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,15.0,30.0,22.5,13.0,292.5,monthly,北京,大兴,观音寺,民营,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
通信电源技术工程师--电力电子电源行业经验优先,1.4-2.8万,北京·昌平·城北,北京宏光星宇科技发展有限公司,民营,100-299人,大专,1-3年,工程支持,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,14.0,28.0,21.0,12.0,252.0,monthly,北京,昌平,城北,民营,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,1.6-2.5万,北京·昌平,北京凯丰源信息技术股份有限公司,民营,20-99人,大专,3-5年,"无线通信, 网络维护, 自组网",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:30,16.0,25.0,20.5,12.0,246.0,monthly,北京,昌平,,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
无线通信技术工程师 物联网无线安全工程师,1.5-2.5万,北京·门头沟,北京智慧云测设备技术有限公司,民营,20-99人,本科,1-3年,"C语言, C++, 5G, 4G, 通信协议/软件开发, 无线通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:30,15.0,25.0,20.0,12.0,240.0,monthly,北京,门头沟,,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
无线通信技术工程师,1.3-2.5万,北京·门头沟,北京智慧云测设备技术有限公司,民营,20-99人,本科,1-3年,"4G, 5G, 无线通信, 研发",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:30,13.0,25.0,19.0,12.0,228.0,monthly,北京,门头沟,,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
无线通信技术研究工程师,1.5-2.3万,北京·东城·和平里,北京安信创业信息科技发展有限公司,国企,300-499人,硕士,3-5年,无线及卫星通信,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,15.0,23.0,19.0,12.0,228.0,monthly,北京,东城,和平里,国企,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术支持工程师,1.5-1.8万,北京·海淀,北京瑞淇网络科技有限公司,民营,20人以下,本科,3-5年,"板卡, 通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,15.0,18.0,16.5,12.0,198.0,monthly,北京,海淀,,民营,20人以下,未知,电子/通信/半导体,通信,通信技术工程师
售前技术工程师（激光通信）,1-2万,北京·石景山·古城,北京微光智远科技有限公司,民营,20人以下,本科,1-3年,航天遥感,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,10.0,20.0,15.0,12.0,180.0,monthly,北京,石景山,古城,民营,20人以下,未知,电子/通信/半导体,通信,通信技术工程师
钣金技术工程师,1.2-1.8万,北京·昌平·流村,华钛空天(北京)技术有限责任公司,民营,100-299人,中专/中技,3-5年,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:18:01,12.0,18.0,15.0,12.0,180.0,monthly,北京,昌平,流村,民营,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
技术员,1.2-1.6万,北京·通州·中仓,北京厚德博泓技术咨询股份有限公司,股份制企业,20-99人,大专,经验不限,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:32,12.0,16.0,14.0,12.0,168.0,monthly,北京,通州,中仓,股份制企业,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,8000-15000元,北京·西城·牛街,上海棱智峰信息技术有限公司,20-99人,产业互联网平台,本科,经验不限,"运维, 测试, 硬件测试, 通信测试, 网络运维, 硬件/设备运维",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:30,8.0,15.0,11.5,12.0,138.0,monthly,北京,西城,牛街,产业互联网平台,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,9000-12000元,北京·朝阳·劲松,北京中利恒优科技有限公司,民营,300-499人,大专,1-3年,通信,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,9.0,12.0,10.5,12.0,126.0,monthly,北京,朝阳,劲松,民营,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,8000-12000元,北京·海淀·马连洼,北京卫星电信研究所有限公司,国企,20-99人,硕士,经验不限,"研发, 测试, 通信测试, 卫星通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,8.0,12.0,10.0,12.0,120.0,monthly,北京,海淀,马连洼,国企,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
运维技术工程师（通信网络工程师）,8000-12000元,北京·朝阳,民航电信开发有限责任公司,国企,100-299人,本科,经验不限,"机房网络运维, 传输网运维, TCP/IP协议, OSPF",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,8.0,12.0,10.0,12.0,120.0,monthly,北京,朝阳,,国企,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
无线通信技术服务工程师（TX）,6000-12000元,北京·海淀·北下关,国铁通信信号(北京)有限公司,国企,500-999人,本科,1-3年,"无线通信, 铁路通信, 工程服务",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:30,6.0,12.0,9.0,12.0,108.0,monthly,北京,海淀,北下关,国企,500-999人,未知,电子/通信/半导体,通信,通信技术工程师
通信项目经理,6000-12000元,北京·丰台·看丹,北京迈亚方圆通讯技术有限公司,民营,100-299人,学历不限,经验不限,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:32,6.0,12.0,9.0,12.0,108.0,monthly,北京,丰台,看丹,民营,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,6000-9000元,北京·丰台·马家堡,浙江瑞盈通信技术股份有限公司,民营,500-999人,大专,1-3年,"移动通信, 数据通信, 有线传输",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:30,6.0,9.0,7.5,12.0,90.0,monthly,北京,丰台,马家堡,民营,500-999人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,5000-10000元,北京·海淀·马连洼,北京卫星电信研究所有限公司,国企,20-99人,硕士,经验不限,"研发, 硬件研发, 软件研发",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,5.0,10.0,7.5,12.0,90.0,monthly,北京,海淀,马连洼,国企,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
设备技术员（高效液相、气相色谱）,6000-8000元,北京·大兴·西红门,北京百奥思科生物医学技术有限公司,民营,300-499人,大专,1-3年,"高效液相, 设备技术, 液质联用",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:32,6.0,8.0,7.0,12.0,84.0,monthly,北京,大兴,西红门,民营,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
无线应急工程师,6000-8000元·14薪,北京·东城·龙潭,北京市海讯达通信有限责任公司,国企,100-299人,本科,经验不限,通信,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:42,6.0,8.0,7.0,14.0,98.0,monthly,北京,东城,龙潭,国企,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
技术工程师通信信号方向,面议,北京·丰台·玉泉营,北京京港地铁有限公司,合资,10000人以上,本科,5-10年,"运维, 信号",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:31,,,,,,negotiable,北京,丰台,玉泉营,合资,10000人以上,未知,电子/通信/半导体,通信,通信技术工程师
卫星通信研发工程师,1.8-3.5万,北京·朝阳,交通运输通信信息集团有限公司,国企,1000-9999人,硕士,3-5年,"卫星通信, VDES, 海事卫星",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,18.0,35.0,26.5,12.0,318.0,monthly,北京,朝阳,,国企,1000-9999人,未知,电子/通信/半导体,通信,通信研发工程师
通信协议研发工程师,2-3万·14薪,北京·昌平·霍营,大唐联仪,国企,100-299人,本科,3-5年,"协议开发, 5G, 无线通信",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,20.0,30.0,25.0,14.0,350.0,monthly,北京,昌平,霍营,国企,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
终端通信工程师,2-3万·14薪,北京·石景山·苹果园,河北神舟卫星通信股份有限公司,股份制企业,100-299人,本科,3-5年,"卫星通信, 研发, 5G, 卫星MODEM",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,20.0,30.0,25.0,14.0,350.0,monthly,北京,石景山,苹果园,股份制企业,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
无线通信研发工程师,1.5-3万,北京·清华园,新岸线(北京)科技集团有限公司,民营,500-999人,本科,3-5年,"无线通信, 通信协议",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,15.0,30.0,22.5,12.0,270.0,monthly,北京,清华园,,民营,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
中高级协议栈开发工程师,1.5-3万·14薪,北京·石景山·苹果园,河北神舟卫星通信股份有限公司,股份制企业,100-299人,本科,1-3年,"5G, 世焗协议栈, 卫星通信, MAC",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,15.0,30.0,22.5,14.0,315.0,monthly,北京,石景山,苹果园,股份制企业,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
通信协议研发工程师-2026届校招,1.5-2.5万,北京·海淀,北京通广龙电子科技有限公司,股份制企业,100-299人,硕士,经验不限,"无线通信, 无线网络",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,15.0,25.0,20.0,12.0,240.0,monthly,北京,海淀,,股份制企业,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
卫星通信系统主任设计师,1.5-2万,北京·海淀·燕园,厦门九华通信设备厂,国企,100-299人,硕士,3-5年,卫星通信,电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,15.0,20.0,17.5,12.0,210.0,monthly,北京,海淀,燕园,国企,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
华为数通ASP工程师,1.1-2.2万,北京·海淀·羊坊店,南京翰华通信技术服务有限公司,民营,500-999人,本科,1-3年,"数通, 交换机, 扩容",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,11.0,22.0,16.5,12.0,198.0,monthly,北京,海淀,羊坊店,民营,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
6G承载和智算网络科研工程师2026SBZ09,1.4-1.6万,北京·海淀·花园路,中国信息通信研究院,事业单位,1000-9999人,硕士,1-3年,6G,电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,14.0,16.0,15.0,12.0,180.0,monthly,北京,海淀,花园路,事业单位,1000-9999人,未知,电子/通信/半导体,通信,通信研发工程师
数通工程师（北京）,1-1.5万,北京·丰台·看丹,南京翰华通信技术服务有限公司,民营,500-999人,本科,经验不限,"网络交换技术, 网络协议",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,10.0,15.0,12.5,12.0,150.0,monthly,北京,丰台,看丹,民营,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
信息通信工程师26SZSCQ01,1-1.5万,北京·西城·德胜,中国信息通信研究院,事业单位,1000-9999人,硕士,经验不限,信息通信,电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,10.0,15.0,12.5,12.0,150.0,monthly,北京,西城,德胜,事业单位,1000-9999人,未知,电子/通信/半导体,通信,通信研发工程师
通信研发工程师,8000-15000元·15薪,北京,北京通广龙电子科技有限公司,股份制企业,100-299人,本科,经验不限,"C语言, 网络协议, 通信协议/软件开发, 嵌入式",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,8.0,15.0,11.5,15.0,172.5,monthly,北京,未知,,股份制企业,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
通信装备研发测试工程师,8000-15000元,北京·东城·和平里,北京安信创业信息科技发展有限公司,国企,300-499人,本科,3-5年,"通信系统架构, 信号处理, 电磁微波",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,8.0,15.0,11.5,12.0,138.0,monthly,北京,东城,和平里,国企,300-499人,未知,电子/通信/半导体,通信,通信研发工程师
通信网络项目交付工程师,8000-12000元,北京·海淀·北太平庄,浙江瑞盈通信技术股份有限公司,民营,500-999人,本科,3-5年,通信项目管理,电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,8.0,12.0,10.0,12.0,120.0,monthly,北京,海淀,北太平庄,民营,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
无线通信技术服务工程师（TX）,6000-12000元,北京·海淀·北下关,国铁通信信号(北京)有限公司,国企,500-999人,本科,1-3年,"无线通信, 铁路通信, 工程服务",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,6.0,12.0,9.0,12.0,108.0,monthly,北京,海淀,北下关,国企,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
应急通信保障岗/通信工程文案编辑,8000-10000元,北京·海淀·甘家口,黑龙江省俊驰通信技术有限公司,民营,100-299人,本科,经验不限,"通信项目管理, 铁塔设计, 5G",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,8.0,10.0,9.0,12.0,108.0,monthly,北京,海淀,甘家口,民营,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
通信技术工程师,6000-9000元,北京·丰台·马家堡,浙江瑞盈通信技术股份有限公司,民营,500-999人,大专,1-3年,"移动通信, 数据通信, 有线传输",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,6.0,9.0,7.5,12.0,90.0,monthly,北京,丰台,马家堡,民营,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
无线应急工程师,6000-8000元·14薪,北京·东城·龙潭,北京市海讯达通信有限责任公司,国企,100-299人,本科,经验不限,通信,电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:19,6.0,8.0,7.0,14.0,98.0,monthly,北京,东城,龙潭,国企,100-299人,未知,电子/通信/半导体,通信,通信研发工程师
无线通信工程师,5000-9000元,北京·丰台·马家堡,浙江瑞盈通信技术股份有限公司,民营,500-999人,大专,1-3年,"宏站设计, 室分设计, 无线通信",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,5.0,9.0,7.0,12.0,84.0,monthly,北京,丰台,马家堡,民营,500-999人,未知,电子/通信/半导体,通信,通信研发工程师
HPLC链路层协议栈工程师,面议,北京·海淀·花园路,兴唐通信科技有限公司,国企,1000-9999人,硕士,3-5年,"C语言, C++, 传输线路设计",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:18:20,,,,,,negotiable,北京,海淀,花园路,国企,1000-9999人,未知,电子/通信/半导体,通信,通信研发工程师
AI产品经理（C端）,2-4万,广州·天河·天园,广州市卓欣信息技术有限公司,民营,100-299人,本科,3-5年,"搜索, 推荐, NLP, 大模型, AIGC, 知识图谱, 智能问答",产品-互联网产品经理-AI产品经理,2026-05-20 18:54:26,20.0,40.0,30.0,12.0,360.0,monthly,广州,天河,天园,民营,100-299人,未知,产品,互联网产品经理,AI产品经理
AI产品经理,2-3万,广州·花都·花东,广州市优伟家居用品有限公司,民营,500-999人,本科,5-10年,,产品-互联网产品经理-AI产品经理,2026-05-20 18:54:26,20.0,30.0,25.0,12.0,300.0,monthly,广州,花都,花东,民营,500-999人,未知,产品,互联网产品经理,AI产品经理
ai产品经理,1.6-3万·13薪,广州·番禺·南村,机械之家,民营,300-499人,本科,5-10年,保险电销团队,产品-互联网产品经理-AI产品经理,2026-05-20 18:54:26,16.0,30.0,23.0,13.0,299.0,monthly,广州,番禺,南村,民营,300-499人,未知,产品,互联网产品经理,AI产品经理
