job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time,salary_min_k,salary_max_k,salary_avg_k,salary_months,annual_salary_avg_k,salary_type,city,district,business_area,company_type_clean,company_size_clean,industry,category,subcategory,position
软件测试销售经理,1.2-1.3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,大专,1-3年,"企业客户, 政府客户, 区域销售, 渠道销售, 电话销售, 院校客户",技术-测试-软件测试,2026-05-20 18:08:23,12.0,13.0,12.5,12.0,150.0,monthly,北京,海淀,上地,民营,100-299人,未知,技术,测试,软件测试
嵌入式软件测试工程师,8000-16000元,北京·怀柔·北房,北京精微致合测试技术有限公司沈阳分公司,20-99人,软件/IT服务,本科,1-3年,嵌入式,技术-测试-软件测试,2026-05-20 18:08:22,8.0,16.0,12.0,12.0,144.0,monthly,北京,怀柔,北房,软件/IT服务,20-99人,未知,技术,测试,软件测试
软件测试主管,8000-15000元,北京·昌平·霍营,北京中维数通软件有限公司,民营,20-99人,本科,1-3年,"软件测试, 白盒测试, 自动化测试",技术-测试-软件测试,2026-05-20 18:08:22,8.0,15.0,11.5,12.0,138.0,monthly,北京,昌平,霍营,民营,20-99人,未知,技术,测试,软件测试
软件测试工程师（船舶）,8000-15000元,北京·昌平,北京赛迪软件测评工程技术中心有限公司,国企,100-299人,本科,经验不限,"功能测试, 系统测试",技术-测试-软件测试,2026-05-20 18:08:22,8.0,15.0,11.5,12.0,138.0,monthly,北京,昌平,,国企,100-299人,未知,技术,测试,软件测试
64-软件测试工程师,1-1.2万,北京·大兴·荣华街道,中科创达软件股份有限公司,合资,1000-9999人,本科,1-3年,车载测试,技术-测试-软件测试,2026-05-20 18:08:22,10.0,12.0,11.0,12.0,132.0,monthly,北京,大兴,荣华街道,合资,1000-9999人,未知,技术,测试,软件测试
63-软件测试工程师,1-1.2万,北京·大兴·荣华街道,中科创达软件股份有限公司,合资,1000-9999人,本科,1-3年,车载测试,技术-测试-软件测试,2026-05-20 18:08:22,10.0,12.0,11.0,12.0,132.0,monthly,北京,大兴,荣华街道,合资,1000-9999人,未知,技术,测试,软件测试
62-软件测试工程师,1-1.2万,北京·大兴·荣华街道,中科创达软件股份有限公司,合资,1000-9999人,本科,1-3年,车载测试,技术-测试-软件测试,2026-05-20 18:08:22,10.0,12.0,11.0,12.0,132.0,monthly,北京,大兴,荣华街道,合资,1000-9999人,未知,技术,测试,软件测试
软件测试工程师,7000-14000元,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它,20-99人,本科,3-5年,"功能测试, 系统测试, 性能测试, JIRA, 禅道",技术-测试-软件测试,2026-05-20 18:08:23,7.0,14.0,10.5,12.0,126.0,monthly,北京,海淀,马连洼,其它,20-99人,未知,技术,测试,软件测试
软件测试,5000-10000元,北京·昌平,北京尚行德智软件技术有限公司,民营,100-299人,学历不限,经验不限,"功能测试, 自动化测试, 性能测试",技术-测试-软件测试,2026-05-20 18:08:22,5.0,10.0,7.5,12.0,90.0,monthly,北京,昌平,,民营,100-299人,未知,技术,测试,软件测试
软件测试实习生,3000-5000元,北京·昌平,北京尚行德智软件技术有限公司,民营,100-299人,大专,经验不限,"功能测试, 系统测试, 性能测试",技术-测试-软件测试,2026-05-20 18:08:22,3.0,5.0,4.0,12.0,48.0,monthly,北京,昌平,,民营,100-299人,未知,技术,测试,软件测试
CAD工业软件测试（不会使用CAD请勿投递）,150-200元/天,北京·昌平·霍营,北京中维数通软件有限公司,民营,20-99人,本科,经验不限,CAD,技术-测试-软件测试,2026-05-20 18:08:21,3.26,4.35,3.81,12.0,45.67,daily,北京,昌平,霍营,民营,20-99人,未知,技术,测试,软件测试
高级嵌入式硬件工程师,3.5-6.5万·14薪,北京·大兴·博兴,北京特倍福电子技术有限公司,民营,100-299人,本科,10年以上,"ARM处理器, DSP, FPGA, EMC 模拟电路 电源",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,35.0,65.0,50.0,14.0,700.0,monthly,北京,大兴,博兴,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,2.5-4万,北京·海淀·上地,北京丹华昊博电力科技有限公司,民营,100-299人,本科,5-10年,"嵌入式硬件开发, FPGA开发, 电路设计, PCB设计",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,25.0,40.0,32.5,12.0,390.0,monthly,北京,海淀,上地,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.8-3万·13薪,北京·海淀,和泽启元(北京)科技有限公司,民营,20-99人,本科,3-5年,单片机,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,18.0,30.0,24.0,13.0,312.0,monthly,北京,海淀,,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.5-3万,北京·昌平,北京京瀚禹电子工程技术有限公司,民营,500-999人,本科,1-3年,,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,15.0,30.0,22.5,12.0,270.0,monthly,北京,昌平,,民营,500-999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.5-2.5万,北京·昌平·城北,北京华信智航科技有限公司,民营,20-99人,本科,1-3年,"单片机, 嵌入式设计",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,15.0,25.0,20.0,12.0,240.0,monthly,北京,昌平,城北,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.5-2.5万,北京·大兴·荣华街道,北京优客微控工业科技有限公司,民营,20-99人,大专,3-5年,"单片机, ARM处理器, FPGA",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,15.0,25.0,20.0,12.0,240.0,monthly,北京,大兴,荣华街道,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件高级工程师,1.5-2.5万·14薪,北京·大兴·荣华街道,SMC(中国)有限公司,外商独资,1000-9999人,硕士,5-10年,"模拟/数字电路设计, ARM处理器",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,15.0,25.0,20.0,14.0,280.0,monthly,北京,大兴,荣华街道,外商独资,1000-9999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件研发（FPGA方向）,1.8-1.9万,北京·昌平·南邵,中电伟恒(北京)科技发展有限公司,民营,100-299人,本科,3-5年,FPGA,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,18.0,19.0,18.5,12.0,222.0,monthly,北京,昌平,南邵,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.2-2.4万,北京·怀柔·北房,北京雷蒙赛博核装备技术研究有限公司,民营,100-299人,本科,1-3年,"单片机, ARM处理器, DSP",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,12.0,24.0,18.0,12.0,216.0,monthly,北京,怀柔,北房,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.2-2万·13薪,北京·通州·于家务,北京北元电器有限公司,股份制企业,1000-9999人,本科,3-5年,"单片机, ARM处理器",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,12.0,20.0,16.0,13.0,208.0,monthly,北京,通州,于家务,股份制企业,1000-9999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件设计工程师,1-2万,北京,北京西派科技有限公司,民营,20人以下,本科,1-3年,"FPGA, DSP, ARM处理器",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,10.0,20.0,15.0,12.0,180.0,monthly,北京,未知,,民营,20人以下,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.2-1.8万,北京·通州·于家务,北京北元电器有限公司,股份制企业,1000-9999人,本科,3-5年,单片机,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,12.0,18.0,15.0,12.0,180.0,monthly,北京,通州,于家务,股份制企业,1000-9999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1-2万,北京·通州·于家务,北京北元电器有限公司,股份制企业,1000-9999人,本科,3-5年,"单片机, PCB原理图",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,10.0,20.0,15.0,12.0,180.0,monthly,北京,通州,于家务,股份制企业,1000-9999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件电子工程师,1-2万,北京·昌平·南邵,北京金钢科技有限公司,民营,100-299人,本科,5-10年,"EMC设计, ESD设计, 大功率设备, PCB设计",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,10.0,20.0,15.0,12.0,180.0,monthly,北京,昌平,南邵,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.2-1.8万,北京·海淀·花园路,北京飞利信科技股份有限公司,上市公司,1000-9999人,硕士,经验不限,"ARM处理器, 嵌入式硬件设计, PCB设计与调试, 物联网终端开发",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,12.0,18.0,15.0,12.0,180.0,monthly,北京,海淀,花园路,上市公司,1000-9999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.2-1.6万,北京·房山·窦店,航景创新科技,民营,500-999人,本科,1-3年,"固定翼无人机, 无人机设计, 无人机控制系统",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,12.0,16.0,14.0,12.0,168.0,monthly,北京,房山,窦店,民营,500-999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1-1.8万·13薪,北京·朝阳·八里庄,北京斯通恩科技有限公司,民营,20-99人,本科,1-3年,"单片机, ARM处理器, DSP",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:18,10.0,18.0,14.0,13.0,182.0,monthly,北京,朝阳,八里庄,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件研发（FPGA方向）,1-1.5万,北京·昌平·南邵,北京中拓星科技发展有限公司,民营,20-99人,本科,3-5年,,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,10.0,15.0,12.5,12.0,150.0,monthly,北京,昌平,南邵,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件维修工程师,6000-8000元,北京·海淀·清河,北京合众恒跃科技有限公司,民营,20-99人,大专,1-3年,"数字电路, 模拟电路, 维修",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,6.0,8.0,7.0,12.0,84.0,monthly,北京,海淀,清河,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,6000-8000元,北京·昌平·北七家,北京得瑞紫蜂科技有限公司,民营,20-99人,本科,经验不限,,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:31:17,6.0,8.0,7.0,12.0,84.0,monthly,北京,昌平,北七家,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
硬件工程师（中高级）,2.8-4.5万·14薪,北京·通州·新华,京清数电(北京)技术有限公司,民营,100-299人,本科,5-10年,"储能变流器 逆变器 变频器, 电源, SVG, PCS",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:45,28.0,45.0,36.5,14.0,511.0,monthly,北京,通州,新华,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
高级硬件工程师,3-4万,北京·海淀·海淀街道,爱迪特(秦皇岛)科技股份有限公司,上市公司,500-999人,本科,3-5年,"设计, PCB设计, FPGA研发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,30.0,40.0,35.0,12.0,420.0,monthly,北京,海淀,海淀街道,上市公司,500-999人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,2.5-4万·16薪,北京·海淀·学院路,北京品驰医疗设备股份有限公司,民营,300-499人,博士,经验不限,"电路设计, 电子, 生物医学工程",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,25.0,40.0,32.5,16.0,520.0,monthly,北京,海淀,学院路,民营,300-499人,未知,电子/通信/半导体,硬件开发,硬件工程师
高级硬件工程师,2-4万,北京·海淀·上地,华力创通,上市公司,500-999人,本科,5-10年,"设计, 技术支持, 硬件项目管理经验",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,20.0,40.0,30.0,12.0,360.0,monthly,北京,海淀,上地,上市公司,500-999人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,2.5-3.5万·14薪,北京·通州·新华,京清数电(北京)技术有限公司,民营,100-299人,本科,经验不限,"逆变器, 变流器, APF/SVG, 电源, 变频器, IGBT, PCB设计",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,25.0,35.0,30.0,14.0,420.0,monthly,北京,通州,新华,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.8-3万,北京·昌平·史各庄,北京集智达智能科技有限责任公司,民营,100-299人,本科,3-5年,"硬件开发, ARM开发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,18.0,30.0,24.0,12.0,288.0,monthly,北京,昌平,史各庄,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,2-2.6万,北京·海淀·上地,北京国基科技股份有限公司,民营,100-299人,硕士,3-5年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,20.0,26.0,23.0,12.0,276.0,monthly,北京,海淀,上地,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.6-3万,北京·昌平,北京古亭技术有限公司,民营,20-99人,本科,5-10年,"硬件测试, 设计, PCB设计, EMC测试",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,16.0,30.0,23.0,12.0,276.0,monthly,北京,昌平,,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.6-3万,北京·昌平,北京航瑞达科技有限公司,民营,20-99人,本科,5-10年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,16.0,30.0,23.0,12.0,276.0,monthly,北京,昌平,,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,2-2.5万,北京·昌平·史各庄,北京中智核安科技有限公司,国企,20-99人,本科,5-10年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,20.0,25.0,22.5,12.0,270.0,monthly,北京,昌平,史各庄,国企,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
等离子硬件工程师,1.5-3万·13薪,北京·大兴·荣华街道,北京天星医疗股份有限公司,股份制企业,300-499人,本科,1-3年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,15.0,30.0,22.5,13.0,292.5,monthly,北京,大兴,荣华街道,股份制企业,300-499人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,2-2.5万,北京·海淀·学院路,太原国科半导体光电研究院有限公司,民营,100-299人,本科,5-10年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,20.0,25.0,22.5,12.0,270.0,monthly,北京,海淀,学院路,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.5-3万,北京·朝阳·大屯,威脉清通医疗科技(无锡)有限公司,民营,20-99人,本科,5-10年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:15,15.0,30.0,22.5,12.0,270.0,monthly,北京,朝阳,大屯,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
嵌入式硬件工程师,1.5-2.5万,北京·昌平·城北,北京华信智航科技有限公司,民营,20-99人,本科,1-3年,"单片机, 嵌入式设计",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,15.0,25.0,20.0,12.0,240.0,monthly,北京,昌平,城北,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
高级硬件工程师,1.5-2.5万,北京·石景山·古城,北京交大微联科技有限公司,股份制企业,300-499人,本科,3-5年,"电路设计, JTAG, UC/OS II, 飞腾 电子化, 联锁",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,15.0,25.0,20.0,12.0,240.0,monthly,北京,石景山,古城,股份制企业,300-499人,未知,电子/通信/半导体,硬件开发,硬件工程师
高级硬件工程师（（硬件技术专家）,1.5-2.5万,北京·海淀·花园路,北京市科学技术研究院,事业单位,1000-9999人,博士,3-5年,"设计, 技术支持, PCB设计, EMC设计, AI大模型辅助研发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,15.0,25.0,20.0,12.0,240.0,monthly,北京,海淀,花园路,事业单位,1000-9999人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.5-2.5万,北京·丰台·看丹,北京中航科电测控技术股份有限公司,股份制企业,300-499人,硕士,3-5年,"军用测试设备研发, 测控类研发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:15,15.0,25.0,20.0,12.0,240.0,monthly,北京,丰台,看丹,股份制企业,300-499人,未知,电子/通信/半导体,硬件开发,硬件工程师
嵌入式硬件工程师,1.2-2.4万,北京·怀柔·北房,北京雷蒙赛博核装备技术研究有限公司,民营,100-299人,本科,1-3年,"单片机, ARM处理器, DSP",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:06,12.0,24.0,18.0,12.0,216.0,monthly,北京,怀柔,北房,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.3-1.8万·13薪,北京·通州·台湖,久事神康,股份制企业,100-299人,本科,3-5年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,13.0,18.0,15.5,13.0,201.5,monthly,北京,通州,台湖,股份制企业,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
初级硬件工程师,1-2万,北京·通州·台湖,北京恒源新动力科技有限公司,民营,20-99人,本科,3-5年,电机控制器,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,10.0,20.0,15.0,12.0,180.0,monthly,北京,通州,台湖,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
嵌入式硬件工程师,1.2-1.6万,北京·房山·窦店,航景创新科技,民营,500-999人,本科,1-3年,"固定翼无人机, 无人机设计, 无人机控制系统",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,12.0,16.0,14.0,12.0,168.0,monthly,北京,房山,窦店,民营,500-999人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.2-1.5万,北京·通州·马驹桥,灵素医疗科技(陕西)有限公司,民营,20-99人,大专,3-5年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:16,12.0,15.0,13.5,12.0,162.0,monthly,北京,通州,马驹桥,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,8000-13000元,北京·顺义·李桥,正元地理信息集团股份有限公司,上市公司,1000-9999人,硕士,经验不限,"硬件测试, 设计, PCB设计, 嵌入式开发, 技术支持",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,8.0,13.0,10.5,12.0,126.0,monthly,北京,顺义,李桥,上市公司,1000-9999人,未知,电子/通信/半导体,硬件开发,硬件工程师
FPGA硬件工程师,8000-12000元,北京·海淀·清河,北京合众恒跃科技有限公司,民营,20-99人,本科,1-3年,FPGA硬件设计,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:05,8.0,12.0,10.0,12.0,120.0,monthly,北京,海淀,清河,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
高级硬件工程师,面议,北京·海淀·燕园,青鸟智慧控制科技股份有限公司,上市公司,500-999人,本科,3-5年,设计,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:32:16,,,,,,negotiable,北京,海淀,燕园,上市公司,500-999人,未知,电子/通信/半导体,硬件开发,硬件工程师
数据中心通信工程师,1.5-1.7万,北京·海淀·紫竹院,中国中元国际工程有限公司,国企,1000-9999人,本科,5-10年,"规划通信, 智能化",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:06,15.0,17.0,16.0,12.0,192.0,monthly,北京,海淀,紫竹院,国企,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
华为数通工程师（售前）,1.2-1.8万,北京·海淀,北京泰阳和正科技发展有限公司,民营,100-299人,本科,1-3年,"HCSP-IP, HCIP, HCIP-DATA, 网络交换技术, 网络协议",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:06,12.0,18.0,15.0,12.0,180.0,monthly,北京,海淀,,民营,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
华为ASP数通工程师（中/高级）,1-2万,北京·朝阳·麦子店,成都山康技术服务有限公司,民营,1000-9999人,大专,3-5年,"网络协议, 数据通信, HCIP, HCIE",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:08,10.0,20.0,15.0,12.0,180.0,monthly,北京,朝阳,麦子店,民营,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
数通工程师,1-1.7万,北京·海淀·甘家口,成都山康技术服务有限公司,民营,1000-9999人,大专,3-5年,"网络交换技术, Linux, HCIP, HCIE",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,10.0,17.0,13.5,12.0,162.0,monthly,北京,海淀,甘家口,民营,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
ASP数通工程师-中高,1.1-1.5万,北京·朝阳·望京,成都山康技术服务有限公司,民营,1000-9999人,大专,3-5年,"网络交换技术, 数据通信, HCIP, HCIE, NE路由器、CE系列交换机",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,11.0,15.0,13.0,12.0,156.0,monthly,北京,朝阳,望京,民营,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
数通工程师（北京）,1-1.5万,北京·丰台·看丹,南京翰华通信技术服务有限公司,民营,500-999人,本科,经验不限,"网络交换技术, 网络协议",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:06,10.0,15.0,12.5,12.0,150.0,monthly,北京,丰台,看丹,民营,500-999人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程项目经理,1-1.5万,北京·大兴·林校路,北京市合力电信有限公司,股份制企业,300-499人,本科,3-5年,,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,10.0,15.0,12.5,12.0,150.0,monthly,北京,大兴,林校路,股份制企业,300-499人,未知,电子/通信/半导体,通信,数据通信工程师
数通工程师,1-1.5万,北京·门头沟,深圳市讯方技术股份有限公司,股份制企业,1000-9999人,大专,1-3年,"HCIE, HCIP, 交付, 实施, 运维, 网络",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:08,10.0,15.0,12.5,12.0,150.0,monthly,北京,门头沟,,股份制企业,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
数据通信产品售前工程师,1-1.4万·15薪,北京·丰台·卢沟桥,北京唐峨锦犀科技有限公司,民营,100-299人,本科,3-5年,"通信项目管理, 数据通信, H3CSE, H3CNE, HCIE, HCIP",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:06,10.0,14.0,12.0,15.0,180.0,monthly,北京,丰台,卢沟桥,民营,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
子公司通信工程项目经理,8000-15000元,北京·丰台·太平桥,北京丽泽金融商务区控股集团有限公司,国企,100-299人,本科,3-5年,,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,8.0,15.0,11.5,12.0,138.0,monthly,北京,丰台,太平桥,国企,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
数据通信标准化及技术研究,8000-13000元,北京·大兴·荣华街道,中国电子技术标准化研究院((工业和信息化部电子工业标准化研究院)(工业和信息化部电子第四研究院)),事业单位,500-999人,硕士,经验不限,"3GPP TSG GERAN, 3GPP TSG CT, 3GPP TSG RAN",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,8.0,13.0,10.5,12.0,126.0,monthly,北京,大兴,荣华街道,事业单位,500-999人,未知,电子/通信/半导体,通信,数据通信工程师
应急通信保障岗/通信工程文案编辑,8000-10000元,北京·海淀·甘家口,黑龙江省俊驰通信技术有限公司,民营,100-299人,本科,经验不限,"通信项目管理, 铁塔设计, 5G",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,8.0,10.0,9.0,12.0,108.0,monthly,北京,海淀,甘家口,民营,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
数通工程师-驻场,7000-11000元,北京·东城·东华门,深圳市讯方技术股份有限公司,股份制企业,1000-9999人,本科,1-3年,"HCIE, 数据通信",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,7.0,11.0,9.0,12.0,108.0,monthly,北京,东城,东华门,股份制企业,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程施工预算员,7000-10000元,北京·丰台·玉泉营,北京市电通电话技术开发有限公司,股份制企业,100-299人,大专,1-3年,安装工程,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:08,7.0,10.0,8.5,12.0,102.0,monthly,北京,丰台,玉泉营,股份制企业,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
2026届校招设计总院工程监理（土木工程/通信工程/环境工程/环境生态工程）岗位,7000-10000元,北京·朝阳,中交综合规划设计院有限公司,国企,500-999人,本科,经验不限,"土木工程, 通信工程, 环境工程, 环境生态工程",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:08,7.0,10.0,8.5,12.0,102.0,monthly,北京,朝阳,,国企,500-999人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程教师,7000-10000元·14薪,北京·延庆·康庄,北京邮电大学世纪学院,其它,100-299人,硕士,经验不限,"软件工程, 通信工程, 电磁波",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:08,7.0,10.0,8.5,14.0,119.0,monthly,北京,延庆,康庄,其它,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程监理/代维巡检工程师,6000-8000元,北京·海淀·甘家口,黑龙江省俊驰通信技术有限公司,民营,100-299人,大专,1-3年,通信工程,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:06,6.0,8.0,7.0,12.0,84.0,monthly,北京,海淀,甘家口,民营,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
现场服务工程师（通信工程 国企背景）,6000-8000元,北京·西城·西长安街,上海迄华人力资源有限公司,300-499人,人力资源,本科,经验不限,移动通信,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,6.0,8.0,7.0,12.0,84.0,monthly,北京,西城,西长安街,人力资源,300-499人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程资料员,4000-6000元,北京·昌平,浙江友华数智方舟科技有限公司,民营,1000-9999人,大专,3-5年,通信工程,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:08,4.0,6.0,5.0,12.0,60.0,monthly,北京,昌平,,民营,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程实习生,3000-5000元,北京·海淀,北京诚公管理咨询有限公司,国企,1000-9999人,本科,经验不限,"工程管理, 监理",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:19:07,3.0,5.0,4.0,12.0,48.0,monthly,北京,海淀,,国企,1000-9999人,未知,电子/通信/半导体,通信,数据通信工程师
零碳园区技术总监/总工程师,2-4万,北京·丰台·花乡,河北科力远混合储能技术有限公司,20-99人,电气机械/电力设备,硕士,5-10年,项目管理,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:17:32,20.0,40.0,30.0,12.0,360.0,monthly,北京,丰台,花乡,电气机械/电力设备,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
