job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time
通信/信号工程师（深圳·属地化）(J10667),面议,深圳·福田·沙头,卡斯柯信号有限公司（CASCO）,合资,1000-9999人,大专,经验不限,"运维, 硬件/设备运维, 归档交通",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:23:40
高级硬件工程师,1.5-2万,深圳·龙华·福城,深圳市裕嘉达科技有限公司,民营,100-299人,本科,3-5年,"蓝牙/Wi-Fi, 5G, 无线路由器, 硬件开发",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:23:40
视觉工程师,1.5-2万,深圳·宝安·新桥,深圳市波若波罗科技有限公司,民营,20-99人,大专,3-5年,"通信协议, 懂光学CCD, 测试, 研发, 数据通信, 光缆通信",电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:23:40
协议工程师,1.5-1.6万·15薪,深圳·南山·粤海,深圳市桑达无线通讯技术有限公司,国企,20-99人,硕士,经验不限,无线通信,电子/通信/半导体-通信-通信研发工程师,2026-05-20 18:23:40
方案工程师（数据中心，新能源，通信电源，销售方向）,1-2万,深圳·光明·公明,深圳市雷能混合集成电路有限公司,民营,500-999人,本科,3-5年,"储能产品, 数据中心产品, 电力储能产品, 光伏储能产品",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:49
信息与通信工程专业工程师,2.1-4万,深圳·光明·新湖,深圳先进光源研究院,事业单位,300-499人,硕士,经验不限,"射频信号处理, 低电平系统, 功率源系统",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:49
通信工程设计员（应届/实习),135-200元/天,深圳·龙华·大浪,广东原创科技有限公司,民营,300-499人,大专,经验不限,"通信工程, 勘察设计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:49
通信工程,8000-15000元,深圳·福田·福田街道,上海棱智峰信息技术有限公司,20-99人,产业互联网平台,大专,经验不限,"运维, 测试, 硬件测试, 通信测试, 网络运维, 硬件/设备运维",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:49
方案工程师（数据中心，新能源，通信电源，销售方向）,1-2万,深圳·光明·公明,深圳市雷能混合集成电路有限公司,民营,500-999人,本科,3-5年,"储能产品, 数据中心产品, 电力储能产品, 光伏储能产品",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:57
信息与通信工程专业工程师,2.1-4万,深圳·光明·新湖,深圳先进光源研究院,事业单位,300-499人,硕士,经验不限,"射频信号处理, 低电平系统, 功率源系统",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:57
通信工程设计员（应届/实习),135-200元/天,深圳·龙华·大浪,广东原创科技有限公司,民营,300-499人,大专,经验不限,"通信工程, 勘察设计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:57
通信工程,8000-15000元,深圳·福田·福田街道,上海棱智峰信息技术有限公司,20-99人,产业互联网平台,大专,经验不限,"运维, 测试, 硬件测试, 通信测试, 网络运维, 硬件/设备运维",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:23:57
方案工程师（数据中心，新能源，通信电源，销售方向）,1-2万,深圳·光明·公明,深圳市雷能混合集成电路有限公司,民营,500-999人,本科,3-5年,"储能产品, 数据中心产品, 电力储能产品, 光伏储能产品",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:04
信息与通信工程专业工程师,2.1-4万,深圳·光明·新湖,深圳先进光源研究院,事业单位,300-499人,硕士,经验不限,"射频信号处理, 低电平系统, 功率源系统",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:04
通信工程设计员（应届/实习),135-200元/天,深圳·龙华·大浪,广东原创科技有限公司,民营,300-499人,大专,经验不限,"通信工程, 勘察设计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:04
通信工程,8000-15000元,深圳·福田·福田街道,上海棱智峰信息技术有限公司,20-99人,产业互联网平台,大专,经验不限,"运维, 测试, 硬件测试, 通信测试, 网络运维, 硬件/设备运维",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:05
方案工程师（数据中心，新能源，通信电源，销售方向）,1-2万,深圳·光明·公明,深圳市雷能混合集成电路有限公司,民营,500-999人,本科,3-5年,"储能产品, 数据中心产品, 电力储能产品, 光伏储能产品",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:13
信息与通信工程专业工程师,2.1-4万,深圳·光明·新湖,深圳先进光源研究院,事业单位,300-499人,硕士,经验不限,"射频信号处理, 低电平系统, 功率源系统",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:13
通信工程设计员（应届/实习),135-200元/天,深圳·龙华·大浪,广东原创科技有限公司,民营,300-499人,大专,经验不限,"通信工程, 勘察设计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:13
通信工程,8000-15000元,深圳·福田·福田街道,上海棱智峰信息技术有限公司,20-99人,产业互联网平台,大专,经验不限,"运维, 测试, 硬件测试, 通信测试, 网络运维, 硬件/设备运维",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:13
方案工程师（数据中心，新能源，通信电源，销售方向）,1-2万,深圳·光明·公明,深圳市雷能混合集成电路有限公司,民营,500-999人,本科,3-5年,"储能产品, 数据中心产品, 电力储能产品, 光伏储能产品",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:20
信息与通信工程专业工程师,2.1-4万,深圳·光明·新湖,深圳先进光源研究院,事业单位,300-499人,硕士,经验不限,"射频信号处理, 低电平系统, 功率源系统",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:20
通信工程设计员（应届/实习),135-200元/天,深圳·龙华·大浪,广东原创科技有限公司,民营,300-499人,大专,经验不限,"通信工程, 勘察设计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:20
通信工程,8000-15000元,深圳·福田·福田街道,上海棱智峰信息技术有限公司,20-99人,产业互联网平台,大专,经验不限,"运维, 测试, 硬件测试, 通信测试, 网络运维, 硬件/设备运维",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:24:20
通信技术工程师,7000-10000元,杭州·滨江·长河,北京中利恒优科技有限公司,民营,300-499人,大专,3-5年,"运维, 无线通信, 移动通信, 数据通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:28
通信技术工程师（地铁口 五险一金）,8000-10000元,杭州·萧山·城厢,杭州寰悦科技有限公司,其它,20-99人,大专,1-3年,"无线通信, 研发, 系统级项目经验, 硬件调试与故障定位",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
高级技术工程师（ISCS、BAS、通信）,1-1.5万,杭州·滨江·长河,浙江中控信息产业股份有限公司,民营,1000-9999人,本科,3-5年,"轨道交通设计, 控制系统, 通信系统, 监控系统, 消防系统, 地铁",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
工程技术工程师,1-1.3万,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"电力运维, 电工进网作业许可证（低压）, 电工进网作业许可证（高压）",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
急招~初级技术开发（线上面试+反应快+易面过）,6000-10000元,杭州·上城·九堡,武汉焱亿昌信息技术有限公司,20-99人,软件/IT服务,本科,3-5年,"Sql, Python, Java, 数据仓库, 数据库开发, 数据治理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
诚聘技工 五险一金,5000-6000元,杭州·拱墅·小河,杭州杰创电器技术有限公司,民营,20人以下,大专,1-3年,"五险一金, 法定节假日休",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
工程技术工程师（有证可免笔试）,8000-13000元,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"变电站, 高压、低压证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
技术文档工程师,9000-12000元,杭州·滨江·长河,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,1-3年,"资料管理, 技术文档, 资料",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
工艺技术员,7000-9000元,杭州·萧山·益农,浙江希瑞新材料技术有限公司,民营,300-499人,大专,1-3年,"涂布工艺, 表面处理工艺, 工艺改良",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
FAE现场技术支持-杭州,7000-12000元,杭州·滨江·长河,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"Linux, C++, C语言",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:29
电化学研发技术员（中高级）,1.4-1.8万,杭州·临安·青山湖,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,硕士,3-5年,"电化学, 生物传感器, CGMS, 连续血糖监测",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
结构技术工程师,1.2-1.5万·15薪,杭州·钱塘·白杨,浙江可胜技术股份有限公司,民营,300-499人,本科,5-10年,混凝土结构,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
检测实验室技术负责人,9000-15000元,杭州·临安·锦北,浙江锐翱检测技术服务有限公司,民营,20人以下,大专,10年以上,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
海康汽车电子-产品技术支持-国内-杭州,1-1.5万,杭州·滨江·西兴,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,本科,3-5年,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
技术架构师 (MJ004945),2-3万,杭州·西湖·三墩,迪安诊断技术集团股份有限公司,上市公司,10000人以上,本科,5-10年,"Java, Python, 微服务架构, Vue, React, Spring, Mybatis",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
快诊调试技术员,8000-12000元,杭州·西湖·三墩,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,本科,5-10年,"IVD, 调试技术, CE认证, FDA认证, ISO13485, 快诊",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
CAE技术支持工程师,1.2-1.5万,杭州·上城·彭埠,赛玛特传动技术(北京)有限公司,外商独资,20-99人,硕士,1-3年,"结构仿真, NVH仿真, 力学仿真",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
诚聘CNC/数控操作-月入9000（步行10分钟内-空调）,7000-9000元,杭州·拱墅·康桥,杭州天桴光电技术有限公司,民营,100-299人,学历不限,经验不限,车床设备,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:30
通信技术工程师,7000-10000元,杭州·滨江·长河,北京中利恒优科技有限公司,民营,300-499人,大专,3-5年,"运维, 无线通信, 移动通信, 数据通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:38
通信技术工程师（地铁口 五险一金）,8000-10000元,杭州·萧山·城厢,杭州寰悦科技有限公司,其它,20-99人,大专,1-3年,"无线通信, 研发, 系统级项目经验, 硬件调试与故障定位",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:38
高级技术工程师（ISCS、BAS、通信）,1-1.5万,杭州·滨江·长河,浙江中控信息产业股份有限公司,民营,1000-9999人,本科,3-5年,"轨道交通设计, 控制系统, 通信系统, 监控系统, 消防系统, 地铁",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:38
工程技术工程师,1-1.3万,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"电力运维, 电工进网作业许可证（低压）, 电工进网作业许可证（高压）",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:38
急招~初级技术开发（线上面试+反应快+易面过）,6000-10000元,杭州·上城·九堡,武汉焱亿昌信息技术有限公司,20-99人,软件/IT服务,本科,3-5年,"Sql, Python, Java, 数据仓库, 数据库开发, 数据治理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
诚聘技工 五险一金,5000-6000元,杭州·拱墅·小河,杭州杰创电器技术有限公司,民营,20人以下,大专,1-3年,"五险一金, 法定节假日休",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
工程技术工程师（有证可免笔试）,8000-13000元,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"变电站, 高压、低压证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
工艺技术员,7000-9000元,杭州·萧山·益农,浙江希瑞新材料技术有限公司,民营,300-499人,大专,1-3年,"涂布工艺, 表面处理工艺, 工艺改良",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
技术文档工程师,9000-12000元,杭州·滨江·长河,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,1-3年,"资料管理, 技术文档, 资料",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
电化学研发技术员（中高级）,1.4-1.8万,杭州·临安·青山湖,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,硕士,3-5年,"电化学, 生物传感器, CGMS, 连续血糖监测",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
FAE现场技术支持-杭州,7000-12000元,杭州·滨江·长河,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"Linux, C++, C语言",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
结构技术工程师,1.2-1.5万·15薪,杭州·钱塘·白杨,浙江可胜技术股份有限公司,民营,300-499人,本科,5-10年,混凝土结构,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
检测实验室技术负责人,9000-15000元,杭州·临安·锦北,浙江锐翱检测技术服务有限公司,民营,20人以下,大专,10年以上,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
海康汽车电子-产品技术支持-国内-杭州,1-1.5万,杭州·滨江·西兴,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,本科,3-5年,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:39
诚聘CNC/数控操作-月入9000（步行10分钟内-空调）,7000-9000元,杭州·拱墅·康桥,杭州天桴光电技术有限公司,民营,100-299人,学历不限,经验不限,车床设备,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:40
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:40
技术架构师 (MJ004945),2-3万,杭州·西湖·三墩,迪安诊断技术集团股份有限公司,上市公司,10000人以上,本科,5-10年,"Java, Python, 微服务架构, Vue, React, Spring, Mybatis",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:40
水产养殖技术专员/驻场技术员,6000-10000元,杭州·西湖·三墩,杭州尚亚赛生物技术有限公司,民营,20-99人,大专,经验不限,"水产, 鱼类, 虾类, 水产养殖, 技术专员",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:40
诚聘电镀工,1-1.5万·13薪,杭州·临平·东湖,杭州科汀光学技术有限公司,股份制企业,300-499人,硕士,经验不限,镀膜工艺,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:40
通信技术工程师,7000-10000元,杭州·滨江·长河,北京中利恒优科技有限公司,民营,300-499人,大专,3-5年,"运维, 无线通信, 移动通信, 数据通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
通信技术工程师（地铁口 五险一金）,8000-10000元,杭州·萧山·城厢,杭州寰悦科技有限公司,其它,20-99人,大专,1-3年,"无线通信, 研发, 系统级项目经验, 硬件调试与故障定位",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
高级技术工程师（ISCS、BAS、通信）,1-1.5万,杭州·滨江·长河,浙江中控信息产业股份有限公司,民营,1000-9999人,本科,3-5年,"轨道交通设计, 控制系统, 通信系统, 监控系统, 消防系统, 地铁",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
工程技术工程师,1-1.3万,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"电力运维, 电工进网作业许可证（低压）, 电工进网作业许可证（高压）",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
急招~初级技术开发（线上面试+反应快+易面过）,6000-10000元,杭州·上城·九堡,武汉焱亿昌信息技术有限公司,20-99人,软件/IT服务,本科,3-5年,"Sql, Python, Java, 数据仓库, 数据库开发, 数据治理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
诚聘技工 五险一金,5000-6000元,杭州·拱墅·小河,杭州杰创电器技术有限公司,民营,20人以下,大专,1-3年,"五险一金, 法定节假日休",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
工程技术工程师（有证可免笔试）,8000-13000元,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"变电站, 高压、低压证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:48
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
技术文档工程师,9000-12000元,杭州·滨江·长河,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,1-3年,"资料管理, 技术文档, 资料",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
工艺技术员,7000-9000元,杭州·萧山·益农,浙江希瑞新材料技术有限公司,民营,300-499人,大专,1-3年,"涂布工艺, 表面处理工艺, 工艺改良",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
电化学研发技术员（中高级）,1.4-1.8万,杭州·临安·青山湖,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,硕士,3-5年,"电化学, 生物传感器, CGMS, 连续血糖监测",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
FAE现场技术支持-杭州,7000-12000元,杭州·滨江·长河,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"Linux, C++, C语言",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
结构技术工程师,1.2-1.5万·15薪,杭州·钱塘·白杨,浙江可胜技术股份有限公司,民营,300-499人,本科,5-10年,混凝土结构,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
检测实验室技术负责人,9000-15000元,杭州·临安·锦北,浙江锐翱检测技术服务有限公司,民营,20人以下,大专,10年以上,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
海康汽车电子-产品技术支持-国内-杭州,1-1.5万,杭州·滨江·西兴,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,本科,3-5年,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
CAE技术支持工程师,1.2-1.5万,杭州·上城·彭埠,赛玛特传动技术(北京)有限公司,外商独资,20-99人,硕士,1-3年,"结构仿真, NVH仿真, 力学仿真",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
水产养殖技术专员/驻场技术员,6000-10000元,杭州·西湖·三墩,杭州尚亚赛生物技术有限公司,民营,20-99人,大专,经验不限,"水产, 鱼类, 虾类, 水产养殖, 技术专员",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
诚聘电镀工,1-1.5万·13薪,杭州·临平·东湖,杭州科汀光学技术有限公司,股份制企业,300-499人,硕士,经验不限,镀膜工艺,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:49
快诊调试技术员,8000-12000元,杭州·西湖·三墩,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,本科,5-10年,"IVD, 调试技术, CE认证, FDA认证, ISO13485, 快诊",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:50
诚聘CNC/数控操作-月入9000（步行10分钟内-空调）,7000-9000元,杭州·拱墅·康桥,杭州天桴光电技术有限公司,民营,100-299人,学历不限,经验不限,车床设备,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:50
通信技术工程师,7000-10000元,杭州·滨江·长河,北京中利恒优科技有限公司,民营,300-499人,大专,3-5年,"运维, 无线通信, 移动通信, 数据通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
通信技术工程师（地铁口 五险一金）,8000-10000元,杭州·萧山·城厢,杭州寰悦科技有限公司,其它,20-99人,大专,1-3年,"无线通信, 研发, 系统级项目经验, 硬件调试与故障定位",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
高级技术工程师（ISCS、BAS、通信）,1-1.5万,杭州·滨江·长河,浙江中控信息产业股份有限公司,民营,1000-9999人,本科,3-5年,"轨道交通设计, 控制系统, 通信系统, 监控系统, 消防系统, 地铁",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
急招~初级技术开发（线上面试+反应快+易面过）,6000-10000元,杭州·上城·九堡,武汉焱亿昌信息技术有限公司,20-99人,软件/IT服务,本科,3-5年,"Sql, Python, Java, 数据仓库, 数据库开发, 数据治理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
工程技术工程师,1-1.3万,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"电力运维, 电工进网作业许可证（低压）, 电工进网作业许可证（高压）",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
诚聘技工 五险一金,5000-6000元,杭州·拱墅·小河,杭州杰创电器技术有限公司,民营,20人以下,大专,1-3年,"五险一金, 法定节假日休",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
工程技术工程师（有证可免笔试）,8000-13000元,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"变电站, 高压、低压证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
技术文档工程师,9000-12000元,杭州·滨江·长河,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,1-3年,"资料管理, 技术文档, 资料",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:57
工艺技术员,7000-9000元,杭州·萧山·益农,浙江希瑞新材料技术有限公司,民营,300-499人,大专,1-3年,"涂布工艺, 表面处理工艺, 工艺改良",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
FAE现场技术支持-杭州,7000-12000元,杭州·滨江·长河,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"Linux, C++, C语言",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
电化学研发技术员（中高级）,1.4-1.8万,杭州·临安·青山湖,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,硕士,3-5年,"电化学, 生物传感器, CGMS, 连续血糖监测",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
结构技术工程师,1.2-1.5万·15薪,杭州·钱塘·白杨,浙江可胜技术股份有限公司,民营,300-499人,本科,5-10年,混凝土结构,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
检测实验室技术负责人,9000-15000元,杭州·临安·锦北,浙江锐翱检测技术服务有限公司,民营,20人以下,大专,10年以上,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
海康汽车电子-产品技术支持-国内-杭州,1-1.5万,杭州·滨江·西兴,杭州海康威视数字技术股份有限公司,上市公司,10000人以上,本科,3-5年,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
诚聘CNC/数控操作-月入9000（步行10分钟内-空调）,7000-9000元,杭州·拱墅·康桥,杭州天桴光电技术有限公司,民营,100-299人,学历不限,经验不限,车床设备,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
水产养殖技术专员/驻场技术员,6000-10000元,杭州·西湖·三墩,杭州尚亚赛生物技术有限公司,民营,20-99人,大专,经验不限,"水产, 鱼类, 虾类, 水产养殖, 技术专员",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
诚聘电镀工,1-1.5万·13薪,杭州·临平·东湖,杭州科汀光学技术有限公司,股份制企业,300-499人,硕士,经验不限,镀膜工艺,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
快诊调试技术员,8000-12000元,杭州·西湖·三墩,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,本科,5-10年,"IVD, 调试技术, CE认证, FDA认证, ISO13485, 快诊",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:24:58
通信技术工程师,7000-10000元,杭州·滨江·长河,北京中利恒优科技有限公司,民营,300-499人,大专,3-5年,"运维, 无线通信, 移动通信, 数据通信",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:06
通信技术工程师（地铁口 五险一金）,8000-10000元,杭州·萧山·城厢,杭州寰悦科技有限公司,其它,20-99人,大专,1-3年,"无线通信, 研发, 系统级项目经验, 硬件调试与故障定位",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:06
高级技术工程师（ISCS、BAS、通信）,1-1.5万,杭州·滨江·长河,浙江中控信息产业股份有限公司,民营,1000-9999人,本科,3-5年,"轨道交通设计, 控制系统, 通信系统, 监控系统, 消防系统, 地铁",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:06
工程技术工程师,1-1.3万,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"电力运维, 电工进网作业许可证（低压）, 电工进网作业许可证（高压）",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:06
急招~初级技术开发（线上面试+反应快+易面过）,6000-10000元,杭州·上城·九堡,武汉焱亿昌信息技术有限公司,20-99人,软件/IT服务,本科,3-5年,"Sql, Python, Java, 数据仓库, 数据库开发, 数据治理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:06
诚聘技工 五险一金,5000-6000元,杭州·拱墅·小河,杭州杰创电器技术有限公司,民营,20人以下,大专,1-3年,"五险一金, 法定节假日休",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:07
工程技术工程师（有证可免笔试）,8000-13000元,杭州·西湖·古荡,山东华科信息技术有限公司,民营,300-499人,本科,1-3年,"变电站, 高压、低压证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:07
配制技术员,5000-6000元,杭州·钱塘·白杨,杭州澳亚生物技术股份有限公司,民营,300-499人,大专,经验不限,"生产技术, GMP认证",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:07
技术文档工程师,9000-12000元,杭州·滨江·长河,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,1-3年,"资料管理, 技术文档, 资料",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:07
工艺技术员,7000-9000元,杭州·萧山·益农,浙江希瑞新材料技术有限公司,民营,300-499人,大专,1-3年,"涂布工艺, 表面处理工艺, 工艺改良",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:07
电化学研发技术员（中高级）,1.4-1.8万,杭州·临安·青山湖,艾康生物技术（杭州）有限公司,外商独资,1000-9999人,硕士,3-5年,"电化学, 生物传感器, CGMS, 连续血糖监测",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:25:07
